Description,Recency,Frequency,Monetary,R,F,M,RFM_score,Segment
"WALL ART , LOVES' SECRET ",64,2,47.6,4,1,1,411,Inactive product or newly launched
"WALL ART , THE MAGIC FOREST ",60,1,13.9,4,1,1,411,Inactive product or newly launched
"WALL ART ,PUDDINGS ",50,2,61.2,4,1,1,411,Inactive product or newly launched
WALL ART 70'S ALPHABET ,1,55,2399.58,1,3,4,134,Inactive product or newly launched
WALL ART ANIMALS AND NATURE ,1,26,471.0,1,3,3,133,Inactive product or newly launched
WALL ART BICYCLE SAFETY,1,121,3412.52,1,4,5,145,Inactive product or newly launched
WALL ART BICYCLE SAFTEY ,66,3,114.15,4,1,2,412,Inactive product or newly launched
WALL ART BIG LOVE ,1,98,5319.36,1,4,5,145,Inactive product or newly launched
WALL ART BUFFALO BILL ,1,29,932.6700000000001,1,3,3,133,Inactive product or newly launched
WALL ART CAT AND BIRD ,4,18,324.98,2,2,2,222,Inactive product or newly launched
WALL ART CLASSIC PUDDINGS ,9,118,6093.49,3,4,5,345,Selling consistently
WALL ART DOG AND BALL ,1,17,226.29000000000002,1,2,2,122,Inactive product or newly launched
WALL ART DOG LICENCE ,1,63,2265.18,1,3,4,134,Inactive product or newly launched
WALL ART DOLLY GIRL ,4,19,896.3700000000001,2,2,3,223,Inactive product or newly launched
WALL ART GARDEN HAVEN ,1,31,936.34,1,3,4,134,Inactive product or newly launched
WALL ART HORSE & PONY ,1,34,644.6700000000001,1,3,3,133,Inactive product or newly launched
WALL ART I LOVE LONDON ,1,19,387.3,1,2,3,123,Inactive product or newly launched
WALL ART KEEP CALM ,1,76,4853.5,1,4,5,145,Inactive product or newly launched
WALL ART LOVES' SECRET ,4,33,1082.1100000000001,2,3,4,234,Potential products
WALL ART MID CENTURY MODERN ,4,20,1015.78,2,2,4,224,Inactive product or newly launched
WALL ART ONLY ONE PERSON ,1,73,4211.55,1,4,5,145,Inactive product or newly launched
WALL ART SPACEBOY,8,21,495.48,3,2,3,323,Inactive product or newly launched
WALL ART STOP FOR TEA ,1,154,3748.1800000000003,1,4,5,145,Inactive product or newly launched
WALL ART THE MAGIC FOREST ,4,9,876.64,2,2,3,223,Inactive product or newly launched
WALL ART TREASURE AHOY ,1,22,317.97,1,2,2,122,Inactive product or newly launched
WALL ART VILLAGE SHOW ,2,56,1201.6100000000001,1,3,4,134,Inactive product or newly launched
WALL ART VINTAGE HEART,1,27,1273.92,1,3,4,134,Inactive product or newly launched
WALL ART WORK REST AND PLAY  ,2,26,853.47,1,3,3,133,Inactive product or newly launched
"WALL ART,ONLY ONE PERSON ",64,1,29.700000000000003,4,1,1,411,Inactive product or newly launched
WALL MIRROR RECTANGLE DIAMANTE PINK,3,16,489.9000000000001,2,2,3,223,Inactive product or newly launched
WALL TIDY RETROSPOT ,4,104,2082.06,2,4,4,244,Potential products
WASH BAG VINTAGE ROSE PAISLEY,1,62,645.15,1,3,3,133,Inactive product or newly launched
WASHROOM METAL SIGN,4,296,4456.57,2,5,5,255,Potential products
WATERING CAN BLUE ELEPHANT,1,277,3682.7499999999995,1,5,5,155,Inactive product or newly launched
WATERING CAN GARDEN MARKER,11,70,1765.6,3,4,4,344,Selling consistently
WATERING CAN GREEN DINOSAUR,1,191,2487.5299999999997,1,5,4,154,Inactive product or newly launched
WATERING CAN PINK BUNNY,1,236,3092.7799999999997,1,5,5,155,Inactive product or newly launched
WAY OUT METAL SIGN ,296,8,59.39999999999999,5,2,1,521,Inactive product or newly launched
WEEKEND BAG VINTAGE ROSE PAISLEY,372,1,527.85,5,1,3,513,Inactive product or newly launched
WELCOME  WOODEN BLOCK LETTERS,6,167,4826.67,3,5,5,355,Selling consistently
WHEELBARROW FOR CHILDREN ,9,67,1406.4,3,3,4,334,Potential products
WHITE  ROSEBUD PEARL BRACELET,9,7,65.7,3,2,1,321,Inactive product or newly launched
WHITE 3 FRAME BIRDS AND TREE ,137,10,150.0,5,2,2,522,Inactive product or newly launched
WHITE ALLIUM  ARTIFICIAL FLOWER,267,3,25.35,5,1,1,511,Inactive product or newly launched
WHITE AND BLUE CERAMIC OIL BURNER,63,15,153.1,4,2,2,422,Inactive product or newly launched
WHITE ANEMONE ARTIFICIAL FLOWER,355,1,3.38,5,1,1,511,Inactive product or newly launched
WHITE BAMBOO RIBS LAMPSHADE,32,46,728.66,4,3,3,433,Potential products
WHITE BAROQUE WALL CLOCK ,16,18,349.95,3,2,3,323,Inactive product or newly launched
WHITE BEADED GARLAND STRING 20LIGHT,316,2,19.049999999999997,5,1,1,511,Inactive product or newly launched
WHITE BELL HONEYCOMB PAPER ,12,42,1390.1999999999998,3,3,4,334,Potential products
WHITE BELL HONEYCOMB PAPER GARLAND ,135,34,522.0,5,3,3,533,Potential products
WHITE BROCANTE SOAP DISH,8,106,1960.2000000000003,3,4,4,344,Selling consistently
WHITE CANDYSTUFT ARTIFICIAL FLOWER,4,19,394.15999999999997,2,2,3,223,Inactive product or newly launched
WHITE CHRISTMAS FLOCK DROPLET ,362,1,30.0,5,1,1,511,Inactive product or newly launched
WHITE CHRISTMAS GARLAND STARS TREES,8,41,656.7,3,3,3,333,Potential products
WHITE CHRISTMAS STAR DECORATION,39,29,173.88,4,3,2,432,Potential products
WHITE CHRISTMAS TREE 60CM,16,2,5.9,3,1,1,311,Inactive product or newly launched
WHITE CHRYSANTHEMUMS ART FLOWER,202,5,79.80000000000001,5,1,2,512,Inactive product or newly launched
WHITE ENAMEL FLOWER HAIR TIE,77,2,20.650000000000002,4,1,1,411,Inactive product or newly launched
WHITE FRANGIPANI HAIR CLIP,186,1,8.5,5,1,1,511,Inactive product or newly launched
WHITE FRANGIPANI NECKLACE,29,4,38.25,4,1,1,411,Inactive product or newly launched
WHITE GLASS CHUNKY CHARM BRACELET,188,8,80.55,5,2,2,522,Inactive product or newly launched
WHITE GOOSE FEATHER CHRISTMAS TREE ,2,50,781.7500000000001,1,3,3,133,Inactive product or newly launched
WHITE GOOSE FEATHER TREE 60CM ,3,42,495.29999999999995,2,3,3,233,Potential products
WHITE HAND TOWEL WITH BUTTERFLY,220,14,400.5,5,2,3,523,Inactive product or newly launched
WHITE HANGING BEADS CANDLE HOLDER,12,48,1239.5,3,3,4,334,Potential products
WHITE HANGING HEART T-LIGHT HOLDER,1,2016,100392.1,1,5,5,155,Inactive product or newly launched
WHITE HEART CONFETTI IN TUBE,3,50,929.9099999999999,2,3,3,233,Potential products
WHITE HEART OF GLASS BRACELET,243,2,17.85,5,1,1,511,Inactive product or newly launched
WHITE HEARTS WIRE PLANT POT HOLDER,1,59,873.5600000000001,1,3,3,133,Inactive product or newly launched
WHITE HONEYCOMB PAPER GARLAND ,2,29,272.25,1,3,2,132,Inactive product or newly launched
WHITE HYDRANGEA ART FLOWER,247,3,46.2,5,1,1,511,Inactive product or newly launched
WHITE JEWELLED HEART DECORATION,1,115,1594.5,1,4,4,144,Inactive product or newly launched
WHITE LOVEBIRD LANTERN,2,116,1970.65,1,4,4,144,Inactive product or newly launched
WHITE METAL LANTERN,23,245,5694.28,3,5,5,355,Selling consistently
WHITE MOROCCAN METAL LANTERN,2,12,199.17,1,2,2,122,Inactive product or newly launched
WHITE MURANO TWIST BRACELET,303,2,8.5,5,1,1,511,Inactive product or newly launched
WHITE ROCKING HORSE HAND PAINTED,1,164,3311.5,1,5,5,155,Inactive product or newly launched
WHITE ROSEBUD  PEARL EARRINGS,351,1,2.55,5,1,1,511,Inactive product or newly launched
WHITE ROSEBUD & PEARL NECKLACE,228,1,15.0,5,1,1,511,Inactive product or newly launched
WHITE SAGE INCENSE,1,25,264.6,1,2,2,122,Inactive product or newly launched
WHITE SKULL HOT WATER BOTTLE ,1,388,10215.47,1,5,5,155,Inactive product or newly launched
WHITE SOAP RACK WITH 2 BOTTLES,2,42,864.35,1,3,3,133,Inactive product or newly launched
WHITE SPOT BLUE CERAMIC DRAWER KNOB,1,279,4929.95,1,5,5,155,Inactive product or newly launched
WHITE SPOT RED CERAMIC DRAWER KNOB,3,311,5578.14,2,5,5,255,Potential products
WHITE SQUARE TABLE CLOCK,3,11,132.99,2,2,2,222,Inactive product or newly launched
WHITE STITCHED CUSHION COVER,3,17,308.48,2,2,2,222,Inactive product or newly launched
WHITE STITCHED WALL CLOCK,67,36,761.9,4,3,3,433,Potential products
WHITE STONE/CRYSTAL EARRINGS,15,1,2.95,3,1,1,311,Inactive product or newly launched
WHITE TALL PORCELAIN T-LIGHT HOLDER,22,52,1461.15,3,3,4,334,Potential products
"WHITE TEA,COFFEE,SUGAR JARS",9,59,1134.5,3,3,4,334,Potential products
WHITE TISSUE REAM,318,13,151.05,5,2,2,522,Inactive product or newly launched
WHITE TRAVEL ALARM CLOCK,19,22,314.31,3,2,2,322,Inactive product or newly launched
WHITE VINT ART DECO CRYSTAL NECKLAC,37,7,93.5,4,2,2,422,Inactive product or newly launched
WHITE VINTAGE CRYSTAL BRACELET,166,3,40.5,5,1,1,511,Inactive product or newly launched
WHITE VINTAGE CRYSTAL EARRINGS,212,3,26.25,5,1,1,511,Inactive product or newly launched
WHITE WICKER STAR ,1,278,2954.7000000000003,1,5,5,155,Inactive product or newly launched
WHITE WIRE EGG HOLDER,2,66,1881.15,1,3,4,134,Inactive product or newly launched
WHITE WIRE PLANT POT HOLDER,198,2,46.24,5,1,1,511,Inactive product or newly launched
WHITE WITH BLACK CATS PLATE,267,3,33.18,5,1,1,511,Inactive product or newly launched
WHITE WITH METAL BAG CHARM,155,1,14.850000000000001,5,1,1,511,Inactive product or newly launched
WHITE WOOD GARDEN PLANT LADDER,2,379,6768.86,1,5,5,155,Inactive product or newly launched
WHITE/PINK CHICK DECORATION,41,18,283.89,4,2,2,422,Inactive product or newly launched
WHITE/PINK CHICK EASTER DECORATION,34,9,28.9,4,2,1,421,Inactive product or newly launched
WHITE/PINK MINI CRYSTALS NECKLACE,228,1,19.8,5,1,1,511,Inactive product or newly launched
WICKER STAR ,1,308,3328.8,1,5,5,155,Inactive product or newly launched
WICKER WREATH LARGE,3,128,1303.4599999999998,2,4,4,244,Potential products
WICKER WREATH SMALL,1,98,850.87,1,4,3,143,Inactive product or newly launched
WINE BOTTLE DRESSING DARK BLUE,172,7,5.5,5,2,1,521,Inactive product or newly launched
WINE BOTTLE DRESSING LT.BLUE,234,4,3.0399999999999996,5,1,1,511,Inactive product or newly launched
WIRE EGG BASKET ,1,40,819.65,1,3,3,133,Inactive product or newly launched
WISE MAN STAR SHAPE EGG PAN,234,6,13.14,5,1,1,511,Inactive product or newly launched
WOOD 2 DRAWER CABINET WHITE FINISH,2,512,14573.720000000001,1,5,5,155,Inactive product or newly launched
WOOD AND GLASS MEDICINE CABINET,5,10,299.5,3,2,2,322,Inactive product or newly launched
WOOD BLACK BOARD ANT WHITE FINISH,1,604,34414.71,1,5,5,155,Inactive product or newly launched
WOOD S/3 CABINET ANT WHITE FINISH,60,375,11343.2,4,5,5,455,MVP
WOOD STAMP SET BEST WISHES,1,148,820.91,1,4,3,143,Inactive product or newly launched
WOOD STAMP SET FLOWERS,1,131,806.7299999999999,1,4,3,143,Inactive product or newly launched
WOOD STAMP SET HAPPY BIRTHDAY,1,122,798.67,1,4,3,143,Inactive product or newly launched
WOOD STAMP SET THANK YOU,1,205,1229.12,1,5,4,154,Inactive product or newly launched
WOOD STOCKING CHRISTMAS SCANDISPOT,1,102,704.02,1,4,3,143,Inactive product or newly launched
WOODEN ADVENT CALENDAR CREAM,1,90,5323.05,1,4,5,145,Inactive product or newly launched
WOODEN ADVENT CALENDAR RED,10,104,5047.6,3,4,5,345,Selling consistently
WOODEN BOX ADVENT CALENDAR ,16,5,89.5,3,1,2,312,Inactive product or newly launched
WOODEN BOX OF DOMINOES,1,461,7200.95,1,5,5,155,Inactive product or newly launched
WOODEN CROQUET GARDEN SET,1,241,9555.98,1,5,5,155,Inactive product or newly launched
WOODEN FRAME ANTIQUE WHITE ,1,816,17583.77,1,5,5,155,Inactive product or newly launched
WOODEN HAPPY BIRTHDAY GARLAND,8,232,5901.3,3,5,5,355,Selling consistently
WOODEN HEART CHRISTMAS SCANDINAVIAN,1,479,3415.8999999999996,1,5,5,155,Inactive product or newly launched
WOODEN OWLS LIGHT GARLAND ,1,149,5768.6,1,4,5,145,Inactive product or newly launched
WOODEN PICTURE FRAME WHITE FINISH,1,882,19945.45,1,5,5,155,Inactive product or newly launched
WOODEN REGATTA BUNTING,2,96,1356.6000000000001,1,4,4,144,Inactive product or newly launched
WOODEN ROUNDERS GARDEN SET ,1,304,11561.34,1,5,5,155,Inactive product or newly launched
WOODEN SCHOOL COLOURING SET,1,404,9064.619999999999,1,5,5,155,Inactive product or newly launched
WOODEN SKITTLES GARDEN SET,1,133,4304.849999999999,1,4,5,145,Inactive product or newly launched
WOODEN STAR CHRISTMAS SCANDINAVIAN,2,451,3164.0799999999995,1,5,5,155,Inactive product or newly launched
WOODEN TREE CHRISTMAS SCANDINAVIAN,11,287,1664.2899999999997,3,5,4,354,Selling consistently
WOODEN UNION JACK BUNTING,3,299,9928.83,2,5,5,255,Potential products
WOODLAND  HEIGHT CHART STICKERS ,4,79,1874.4,2,4,4,244,Potential products
WOODLAND  STICKERS,3,53,683.4,2,3,3,233,Potential products
WOODLAND BUNNIES LOLLY MAKERS,2,75,1129.28,1,4,4,144,Inactive product or newly launched
WOODLAND CHARLOTTE BAG,1,538,7261.94,1,5,5,155,Inactive product or newly launched
WOODLAND DESIGN  COTTON TOTE BAG,34,82,1311.75,4,4,4,444,MVP
WOODLAND LARGE BLUE FELT HEART,9,8,106.25,3,2,2,322,Inactive product or newly launched
WOODLAND LARGE PINK FELT HEART,8,10,307.18,3,2,2,322,Inactive product or newly launched
WOODLAND LARGE RED FELT HEART,9,18,247.5,3,2,2,322,Inactive product or newly launched
WOODLAND MINI BACKPACK,1,133,3133.6000000000004,1,4,5,145,Inactive product or newly launched
WOODLAND MINI RUCKSACK ,53,2,20.75,4,1,1,411,Inactive product or newly launched
WOODLAND PARTY BAG + STICKER SET,1,143,2750.96,1,4,5,145,Inactive product or newly launched
WOODLAND SMALL BLUE FELT HEART,2,28,246.51,1,3,2,132,Inactive product or newly launched
WOODLAND SMALL PINK FELT HEART,2,26,232.39999999999998,1,3,2,132,Inactive product or newly launched
WOODLAND SMALL RED FELT HEART,2,43,530.8299999999999,1,3,3,133,Inactive product or newly launched
WOODLAND STORAGE BOX LARGE ,45,22,612.05,4,2,3,423,Inactive product or newly launched
WOODLAND STORAGE BOX SMALL,10,18,411.30000000000007,3,2,3,323,Inactive product or newly launched
WORLD WAR 2 GLIDERS ASSTD DESIGNS,1,472,13558.409999999998,1,5,5,155,Inactive product or newly launched
WOVEN BERRIES CUSHION COVER ,4,7,74.25,2,2,2,222,Inactive product or newly launched
WOVEN BUBBLE GUM CUSHION COVER,31,6,69.30000000000001,4,1,1,411,Inactive product or newly launched
WOVEN CANDY CUSHION COVER ,12,5,69.3,3,1,1,311,Inactive product or newly launched
WOVEN FROST CUSHION COVER,8,6,54.45,3,1,1,311,Inactive product or newly launched
WOVEN ROSE GARDEN CUSHION COVER ,8,8,94.05000000000001,3,2,2,322,Inactive product or newly launched
WOVEN SUNSET CUSHION COVER ,83,3,59.400000000000006,4,1,1,411,Inactive product or newly launched
WRAP  PINK FLOCK,372,1,10.5,5,1,1,511,Inactive product or newly launched
WRAP  VINTAGE DOILEY ,122,2,42.0,4,1,1,411,Inactive product or newly launched
WRAP  VINTAGE DOILY ,1,93,1029.0,1,4,4,144,Inactive product or newly launched
WRAP 50'S  CHRISTMAS,1,150,1892.46,1,4,4,144,Inactive product or newly launched
WRAP A PRETTY THANK YOU,10,2,21.0,3,1,1,311,Inactive product or newly launched
WRAP ALPHABET DESIGN,1,232,3196.5,1,5,5,155,Inactive product or newly launched
WRAP ALPHABET POSTER  ,1,63,761.0,1,3,3,133,Inactive product or newly launched
WRAP BAD HAIR DAY,16,22,70.0,3,2,2,322,Inactive product or newly launched
WRAP BILLBOARD FONTS DESIGN,1,62,756.0,1,3,3,133,Inactive product or newly launched
WRAP BIRD GARDEN ,9,51,546.0,3,3,3,333,Potential products
WRAP BLUE RUSSIAN FOLKART,369,1,10.5,5,1,1,511,Inactive product or newly launched
WRAP CAROUSEL,8,14,157.5,3,2,2,322,Inactive product or newly launched
WRAP CHRISTMAS SCREEN PRINT,51,31,270.5,4,3,2,432,Potential products
WRAP CHRISTMAS VILLAGE,2,140,2003.92,1,4,4,144,Inactive product or newly launched
WRAP CIRCUS PARADE,1,100,1171.34,1,4,4,144,Inactive product or newly launched
WRAP COWBOYS  ,3,69,845.0,2,4,3,243,Potential products
WRAP DAISY CARPET ,8,26,277.2,3,3,2,332,Potential products
WRAP DOILEY DESIGN,114,162,1915.5,4,5,4,454,MVP
WRAP DOLLY GIRL,2,99,1149.5,1,4,4,144,Inactive product or newly launched
WRAP ENGLISH ROSE ,3,248,2980.42,2,5,5,255,Potential products
WRAP FLOWER SHOP  ,3,62,661.5,2,3,3,233,Potential products
WRAP FOLK ART,72,8,84.0,4,2,2,422,Inactive product or newly launched
WRAP GINGHAM ROSE ,2,82,943.92,1,4,4,144,Inactive product or newly launched
WRAP GREEN PEARS ,4,74,787.5,2,4,3,243,Potential products
WRAP GREEN RUSSIAN FOLKART ,356,2,21.0,5,1,1,511,Inactive product or newly launched
WRAP I LOVE LONDON ,4,100,1742.5,2,4,4,244,Potential products
WRAP KEEP CALM BIRTHDAY,2,36,460.5,1,3,3,133,Inactive product or newly launched
WRAP MAGIC FOREST ,2,43,451.5,1,3,3,133,Inactive product or newly launched
WRAP MONSTER FUN ,8,47,525.0,3,3,3,333,Potential products
WRAP PAISLEY PARK ,1,120,1365.0,1,4,4,144,Inactive product or newly launched
WRAP PINK FAIRY CAKES ,2,167,2331.0,1,5,4,154,Inactive product or newly launched
WRAP POPPIES  DESIGN,2,159,2105.5,1,5,4,154,Inactive product or newly launched
WRAP RED APPLES ,1,173,2157.0,1,5,4,154,Inactive product or newly launched
WRAP RED DOILEY,124,15,157.5,4,2,2,422,Inactive product or newly launched
WRAP RED VINTAGE DOILY,1,69,866.0,1,4,3,143,Inactive product or newly launched
WRAP SUKI AND FRIENDS,7,134,1687.5,3,4,4,344,Selling consistently
WRAP SUMMER ROSE DESIGN,99,4,42.0,4,1,1,411,Inactive product or newly launched
WRAP VINTAGE LEAF DESIGN,1,135,2109.42,1,4,4,144,Inactive product or newly launched
WRAP VINTAGE PETALS  DESIGN,138,104,1327.5,5,4,4,544,MVP
WRAP WEDDING DAY,2,39,528.5,1,3,3,133,Inactive product or newly launched
"WRAP, BILLBOARD FONTS DESIGN",214,34,731.0,5,3,3,533,Potential products
"WRAP, CAROUSEL",281,4,42.0,5,1,1,511,Inactive product or newly launched
YELLOW BREAKFAST CUP AND SAUCER,150,14,31.130000000000003,5,2,1,521,Inactive product or newly launched
YELLOW COAT RACK PARIS FASHION,11,91,1222.74,3,4,4,344,Selling consistently
YELLOW DRAGONFLY HELICOPTER,15,6,119.25,3,1,2,312,Inactive product or newly launched
YELLOW EASTER EGG HUNT START POST,235,18,146.25,5,2,2,522,Inactive product or newly launched
YELLOW FELT HANGING HEART W FLOWER,111,3,17.0,4,1,1,411,Inactive product or newly launched
YELLOW FLOWERS FELT HANDBAG KIT,260,18,94.50000000000001,5,2,2,522,Inactive product or newly launched
YELLOW GIANT GARDEN THERMOMETER,1,88,1535.5700000000002,1,4,4,144,Inactive product or newly launched
YELLOW METAL CHICKEN HEART ,246,61,938.12,5,3,4,534,Potential products
YELLOW PINK FLOWER DESIGN BIG BOWL,241,3,10.92,5,1,1,511,Inactive product or newly launched
YELLOW POT PLANT CANDLE,2,9,71.05,1,2,2,122,Inactive product or newly launched
YELLOW SHARK HELICOPTER,4,38,397.5,2,3,3,233,Potential products
YELLOW/BLUE RETRO RADIO,3,8,47.2,2,2,1,221,Inactive product or newly launched
YELLOW/ORANGE FLOWER DESIGN PLATE,241,2,19.72,5,1,1,511,Inactive product or newly launched
YELLOW/PINK FLOWER DESIGN BIG MUG,19,15,14.43,3,2,1,321,Inactive product or newly launched
YOU'RE CONFUSING ME METAL SIGN ,1,348,6743.98,1,5,5,155,Inactive product or newly launched
YULETIDE IMAGES GIFT WRAP SET,64,59,467.50000000000006,4,3,3,433,Potential products
YULETIDE IMAGES S/6 PAPER BOXES,329,7,30.599999999999998,5,2,1,521,Inactive product or newly launched
ZINC  HEART T-LIGHT HOLDER,14,49,997.1800000000001,3,3,4,334,Potential products
ZINC  STAR T-LIGHT HOLDER ,5,35,1357.79,3,3,4,334,Potential products
ZINC BOX SIGN HOME,9,62,1348.01,3,3,4,334,Potential products
ZINC FINISH 15CM PLANTER POTS,196,49,679.01,5,3,3,533,Potential products
ZINC FOLKART SLEIGH BELLS,1,344,7631.31,1,5,5,155,Inactive product or newly launched
ZINC HEART FLOWER T-LIGHT HOLDER,3,57,947.18,2,3,4,234,Potential products
ZINC HEART LATTICE 2 WALL PLANTER,115,11,120.64999999999999,4,2,2,422,Inactive product or newly launched
ZINC HEART LATTICE CHARGER LARGE,15,14,172.5,3,2,2,322,Inactive product or newly launched
ZINC HEART LATTICE CHARGER SMALL,33,8,61.95,4,2,1,421,Inactive product or newly launched
ZINC HEART LATTICE T-LIGHT HOLDER,3,63,784.22,2,3,3,233,Potential products
ZINC HEART LATTICE TRAY OVAL ,226,7,53.550000000000004,5,2,1,521,Inactive product or newly launched
ZINC HEARTS PLANT POT HOLDER,2,49,746.15,1,3,3,133,Inactive product or newly launched
ZINC HERB GARDEN CONTAINER,29,188,3279.82,4,5,5,455,MVP
ZINC METAL HEART DECORATION,1,486,7099.93,1,5,5,155,Inactive product or newly launched
ZINC PLANT POT HOLDER,211,1,23.12,5,1,1,511,Inactive product or newly launched
ZINC STAR T-LIGHT HOLDER ,197,1,10.0,5,1,1,511,Inactive product or newly launched
ZINC SWEETHEART SOAP DISH,1,19,104.41000000000001,1,2,2,122,Inactive product or newly launched
ZINC SWEETHEART WIRE LETTER RACK,1,78,923.63,1,4,3,143,Inactive product or newly launched
ZINC T-LIGHT HOLDER STAR LARGE,1,149,1896.5399999999997,1,4,4,144,Inactive product or newly launched
ZINC T-LIGHT HOLDER STARS LARGE,145,2,22.799999999999997,5,1,1,511,Inactive product or newly launched
ZINC T-LIGHT HOLDER STARS SMALL,1,238,3879.9799999999996,1,5,5,155,Inactive product or newly launched
ZINC TOP  2 DOOR WOODEN SHELF ,29,9,169.5,4,2,2,422,Inactive product or newly launched
ZINC WILLIE WINKIE  CANDLE STICK,1,191,2176.1,1,5,4,154,Inactive product or newly launched
ZINC WIRE KITCHEN ORGANISER,1,12,156.8,1,2,2,122,Inactive product or newly launched
ZINC WIRE SWEETHEART LETTER TRAY,3,20,253.24,2,2,2,222,Inactive product or newly launched
